" David Gurfein",2016,NY04,439945,40.4," R",2520936
" Gregory W Meeks",2016,NY05,987168,0," D",1034626
" ""Michael OReilly""",2016,NY05,47458,13," R",1034626
" Grace Meng",2016,NY06,1254504,72.1," D",1254504
" Nydia M Velazquez",2016,NY07,771209,0," D",771209
" Hakeem Jeffries",2016,NY08,1287260,93.2," D",1287260
" Yvette D Clarke",2016,NY09,681231,0," D",681231
" Jerrold Nadler",2016,NY10,1605567,0," D",1682065
" Philip Rosenthal",2016,NY10,74398,0," R",1682065
" Mikhail Itkis",2016,NY10,2100,0," I",1682065
" Dan Donovan",2016,NY11,1968168,61.5," R",1999317
" Richard Reichard",2016,NY11,31149,36.7," D",1999317
" Carolyn B Maloney",2016,NY12,1689237,0," D",1689237
" Adriano Espaillat",2016,NY13,801285,88.6," D",829505
" Scott Fenstermaker",2016,NY13,28220,0," I",829505
" Joseph Crowley",2016,NY14,2995004,0," D",3145004
" Frank Spotorno",2016,NY14,150000,17.1," R",3145004
" Jose E Serrano",2016,NY15,276469,0," D",276469
" Eliot L Engel",2016,NY16,1649420,0," D",1649420
" Nita M Lowey",2016,NY17,1705900,0," D",1705900
" Sean Patrick Maloney",2016,NY18,3568008,55.6," D",3792666
" Phil Oliva",2016,NY18,224658,44.4," R",3792666
" Zephyr Teachout",2016,NY19,5012422,45.7," D",8019940
" John Faso",2016,NY19,3007518,54.2," R",8019940
" Paul Tonko",2016,NY20,1154454,67.9," D",1154454
" Elise Stefanik",2016,NY21,3130388,65.3," R",4382258
" Mike Derrick",2016,NY21,1236807,30.1," D",4382258
" Matt Funicello",2016,NY21,15063,0," 3",4382258
" Martin Babinec",2016,NY22,3012164,11.8," 3",5641195
" Kim Myers",2016,NY22,1659858,41," D",5641195
" Claudia Tenney",2016,NY22,968767,46.5," R",5641195
" David Matthew Pasick",2016,NY22,406,0," L",5641195
" Tom Reed",2016,NY23,3101846,57.6," R",4732983
" John Plumb",2016,NY23,1631137,42.4," D",4732983
" John Katko",2016,NY24,2656070,60.5," R",4139238
" Colleen Deacon",2016,NY24,1483168,39.4," D",4139238
" Louise M Slaughter",2016,NY25,1409333,0," D",1419060
" Brandon Kirshner",2016,NY25,9727,0," I",1419060
" Brian M Higgins",2016,NY26,791467,0," D",791467
" Chris Collins",2016,NY27,670842,67.2," R",670842
" G K Butterfield",2016,NC01,1103963,0," D",1146623
" J.J. Summerell",2016,NC01,21512,0," L",1146623
" H. Powell Dew",2016,NC01,21148,29," R",1146623
" George Holding",2016,NC02,2695481,56.7," R",2780097
" John McNeil",2016,NC02,84616,43.3," D",2780097
" Walter B Jones Jr.",2016,NC03,673186,0," R",673186
" David Price",2016,NC04,785244,68.2," D",901213
" Sue Googe",2016,NC04,115969,31.8," R",901213
" Virginia Foxx",2016,NC05,1578744,58.4," R",1578744
" Mark Walker",2016,NC06,865499,59.2," R",959072
" Pete Glidewell",2016,NC06,93573,40.8," D",959072
" David Rouzer",2016,NC07,1328535,60.9," R",1343423
" J Wesley Casteen",2016,NC07,14888,0," D",1343423
" Richard Hudson",2016,NC08,2065162,58.8," R",2471309
" Thomas Mills",2016,NC08,406147,41.2," D",2471309
" Robert Pittenger",2016,NC09,1126358,58.2," R",1183703
" Christian Cano",2016,NC09,57345,41.8," D",1183703
" Patrick McHenry",2016,NC10,3192579,63.1," R",3488429
" Andy Millard",2016,NC10,295850,36.9," D",3488429
" Mark R Meadows",2016,NC11,530469,0," R",575755
" Rick Bryson",2016,NC11,45286,35.9," D",575755
" Alma Adams",2016,NC12,922093,67," D",963792
" Leon Threatt",2016,NC12,41699,33," R",963792
" Ted Budd",2016,NC13,594297,56.1," R",685196
" Bruce Davis",2016,NC13,90899,43.9," D",685196
" Kevin Cramer",2016,ND01,1405040,69.1," R",1630663
" Chase Iron Eyes",2016,ND01,225623,23.8," D",1630663
" Steve Chabot",2016,OH01,1012389,59.2," R",1258203
" Michele Young",2016,OH01,245814,40.8," D",1258203
" Brad Wenstrup",2016,OH02,1134919,65," R",1134919
" Joyce Beatty",2016,OH03,1166061,68.6," D",1166061
" Jim Jordan",2016,OH04,732366,68," R",817889
" Janet Garrett",2016,OH04,85523,32," D",817889
" Robert E Latta",2016,OH05,1053339,0," R",1053339
" Bill Johnson",2016,OH06,1667713,70.7," R",1679602
" Michael L. Lorentz",2016,OH06,11889,0," D",1679602
" Bob Gibbs",2016,OH07,899217,64," R",906946
" Roy Rich",2016,OH07,7729,29," D",906946
" Warren Davidson",2016,OH08,974240,68.8," R",977931
" Steven Fought",2016,OH08,3691,27," D",977931
" Marcy Kaptur",2016,OH09,898034,68.7," D",929418
" Donald Larson",2016,OH09,31384,31.3," R",929418
" Michael R Turner",2016,OH10,1050524,0," R",1081045
" Thomas Mcmasters",2016,OH10,22086,0," I",1081045
" Robert Klepinger",2016,OH10,8435,32.7," D",1081045
" Marcia L Fudge",2016,OH11,712648,0," D",734692
" Beverly A. Goldstein",2016,OH11,22044,19.8," R",734692
" Pat Tiberi",2016,OH12,4555939,66.6," R",4584389
" Ed Albertson",2016,OH12,28450,29.8," D",4584389
" Tim Ryan",2016,OH13,1024125,67.7," D",1024125
" David P Joyce",2016,OH14,2088216,0," R",2334455
" Michael Wager",2016,OH14,246239,37.4," D",2334455
" Steve Stivers",2016,OH15,2965260,66.2," R",3005241
" Scott Wharton",2016,OH15,39981,33.8," D",3005241
" Jim Renacci",2016,OH16,2088873,65.3," R",2101954
" Keith Mundy",2016,OH16,13081,34.7," D",2101954
" James Bridenstine",2016,OK01,922385,0," R",926885
" David Matthew Mr. Hullum",2016,OK01,4500,0," I",926885
" Markwayne Mullin",2016,OK02,1506086,70.6," R",1507983
" Aaron Davies",2016,OK02,1897,0," I",1507983
" Frank D Lucas",2016,OK03,1182119,0," R",1182119
" Tom Cole",2016,OK04,1804368,69.6," R",1804368
" Steven Russell",2016,OK05,865262,0," R",941853
" Tom Guild",2016,OK05,76457,0," D",941853
" Al McAffrey",2016,OK05,134,36.8," D",941853
" Suzanne Bonamici",2016,OR01,919183,59.6," D",919183
" Greg Walden",2016,OR02,3275202,71.7," R",3275202
" Earl Blumenauer",2016,OR03,1495563,71.8," D",1495563
" Peter DeFazio",2016,OR04,1484774,55.5," D",1540626
" Art Robinson",2016,OR04,55852,39.7," R",1540626
" Kurt Schrader",2016,OR05,1711097,53.5," D",1991029
" Colm Willis",2016,OR05,279932,43," R",1991029
" Robert A Brady",2016,PA01,755407,0," D",755407
" Dwight Evans",2016,PA02,1521148,90.2," D",1521148
" Mike Kelly",2016,PA03,1611552,0," R",1612428
" Zachary Michael Nickerson",2016,PA03,876,0," I",1612428
" Scott Perry",2016,PA04,676746,66.1," R",676746
" Glenn Thompson",2016,PA05,1201255,67.2," R",1308685
" Kerith Strano Taylor",2016,PA05,105296,32.8," D",1308685
" Julian Subick",2016,PA05,2134,0," I",1308685
" Ryan Costello",2016,PA06,2463529,57.3," R",2854771
" Mike Parrish",2016,PA06,391242,42.7," D",2854771
" Patrick Meehan",2016,PA07,2419636,0," R",2620798
" Mary Ellen Balchunis",2016,PA07,201162,40.5," D",2620798
" Steve Santarsiero",2016,PA08,2792763,45.6," D",4947709
" Brian Fitzpatrick",2016,PA08,2154946,54.4," R",4947709
" Bill Shuster",2016,PA09,4081437,63.4," R",4389535
" Art Halvorson",2016,PA09,308098,36.6," R",4389535
" Tom Marino",2016,PA10,1093770,70.2," R",1167088
" Michael Molesevich",2016,PA10,71898,0," D",1167088
" Jerry Kairnes",2016,PA10,1420,0," I",1167088
" Lou Barletta",2016,PA11,1309267,63.7," R",1441756
" Michael Marsicano",2016,PA11,132489,36.3," D",1441756
" Keith J Rothfus",2016,PA12,1734460,0," R",1970878
" Erin McClelland",2016,PA12,236418,38.2," D",1970878
" Brendan Boyle",2016,PA13,1041155,0," D",1041155
" Mike Doyle",2016,PA14,814619,74.4," D",814619
" Charlie Dent",2016,PA15,1661203,58.4," R",1683570
" Rick Daugherty",2016,PA15,22367,38," D",1683570
" Lloyd Smucker",2016,PA16,1487254,53.8," R",2674210
" Christina Hartman",2016,PA16,1186956,42.9," D",2674210
" Matt Cartwright",2016,PA17,967024,53.8," D",997602
" Matt Connolly",2016,PA17,30578,46.2," R",997602
" Tim Murphy",2016,PA18,1484901,0," R",1484901
" David Cicilline",2016,RI01,1505338,64.5," D",1608449
" Russ Taub",2016,RI01,103111,0," R",1608449
" Jim Langevin",2016,RI02,1139065,0," D",1146735
" Rhue Reis",2016,RI02,7670,30.7," R",1146735
" Mark Sanford",2016,SC01,741639,58.6," R",769201
" Dimitri Cherny",2016,SC01,27562,36.8," D",769201
" Joe Wilson",2016,SC02,1151887,60.3," R",1222022
" Arik Bjorn",2016,SC02,70135,35.9," D",1222022
" Jeff Duncan",2016,SC03,610666,72.8," R",621403
" Hosea Cleveland",2016,SC03,10737,27.1," D",621403
" Trey Gowdy",2016,SC04,1869294,67.2," R",1969531
" Chris Fedalei",2016,SC04,100237,31," D",1969531
" Mick Mulvaney",2016,SC05,1124594,59.2," R",1831402
" Francis J Person",2016,SC05,706808,0," D",1831402
" James E Clyburn",2016,SC06,2172542,0," D",2172542
" Tom Rice",2016,SC07,1082645,61," R",1173583
" Mal Hyman",2016,SC07,90938,39," D",1173583
" Kristi Noem",2016,SD01,2328820,64.1," R",2731560
" Paula Hawks",2016,SD01,402740,35.9," D",2731560
" Phil Roe",2016,TN01,399977,78.4," R",399977
" John J Duncan Jr.",2016,TN02,380238,0," R",380238
" Chuck Fleischmann",2016,TN03,1421141,66.4," R",1518360
" Melody Shekari",2016,TN03,97219,28.8," D",1518360
" Scott Desjarlais",2016,TN04,607523,0," R",657396
" Steven Reynolds",2016,TN04,49873,35," D",657396
" Jim Cooper",2016,TN05,646127,62.6," D",734247
" Stacy Ries Snyder",2016,TN05,88120,37.4," R",734247
" Diane Black",2016,TN06,1797183,71.1," R",1803387
" David W. Kent",2016,TN06,6204,0," D",1803387
" Marsha Blackburn",2016,TN07,2186668,72.2," R",2186668
" David Kustoff",2016,TN08,1331246,68.8," R",1331246
" Steve Cohen",2016,TN09,615135,78.7," D",615137
" Nicholas Mantanona",2016,TN09,2,0," I",615137
" Louis B Gohmert Jr.",2016,TX01,728592,0," R",741950
" Shirley McKellar",2016,TX01,13358,24.1," D",741950
" Ted Poe",2016,TX02,832428,60.6," R",842786
" Pat Bryan",2016,TX02,10358,36," D",842786
" Sam Johnson",2016,TX03,1098196,61.2," R",1098196
" John Lee Ratcliffe",2016,TX04,800862,0," R",800862
" Jeb Hensarling",2016,TX05,2237757,80.6," R",2237757
" Joe Barton",2016,TX06,1348350,58.3," R",1363260
" Ruby Woolridge",2016,TX06,14910,0," D",1363260
" John Culberson",2016,TX07,1214570,56.2," R",1282730
" James Cargas",2016,TX07,68160,43.8," D",1282730
" Kevin Brady",2016,TX08,4808899,100," R",4808899
" Al Green",2016,TX09,669207,80.6," D",669207
" Michael McCaul",2016,TX10,1661954,57.3," R",1668075
" Tawana W Cadien",2016,TX10,6121,0," D",1668075
" Mike Conaway",2016,TX11,1931946,89.5," R",1931946
" Kay Granger",2016,TX12,1414214,69.4," R",1414739
" Bill Bradshaw",2016,TX12,525,26.9," D",1414739
" Mac Thornberry",2016,TX13,1821479,90," R",1826246
" Jeff Ansel",2016,TX13,4767,0," I",1826246
" Randy Weber",2016,TX14,579289,61.9," R",599525
" Michael Cole",2016,TX14,20236,38.1," D",599525
" Vicente Gonzalez",2016,TX15,2425195,0," D",2441436
" Tim Westley",2016,TX15,16241,0," R",2441436
" ""Beto ORourke""",2016,TX16,585718,85.7," D",585718
" Bill Flores",2016,TX17,1513024,60.8," R",1551667
" Bill Matta",2016,TX17,38643,0," D",1551667
" Sheila Jackson Lee",2016,TX18,485724,73.5," D",521724
" Lori Bartley",2016,TX18,36000,23.6," R",521724
" Jodey Arrington",2016,TX19,1561023,86.7," R",1561023
" Joaquin Castro",2016,TX20,1192106,0," D",1192106
" Lamar Smith",2016,TX21,1536636,57," R",1607042
" Tom Wakely",2016,TX21,70406,36.5," D",1607042
" Pete Olson",2016,TX22,1517420,59.5," R",1542004
" Mark Gibson",2016,TX22,24584,40.5," D",1542004
" Will Hurd",2016,TX23,4061685,48.3," R",6214727
" Pete Gallego",2016,TX23,2153042,47," D",6214727
" Kenny Marchant",2016,TX24,983113,56.2," R",1004680
" Jan McDowell",2016,TX24,21567,39.3," D",1004680
" Roger Williams",2016,TX25,1692143,58.4," R",1745636
" Kathi Thomas",2016,TX25,53493,37.7," D",1745636
" Michael Burgess",2016,TX26,1356397,66.4," R",1356397
" Blake Farenthold",2016,TX27,1099143,61.7," R",1119548
" Roy Barrera",2016,TX27,20405,38.3," D",1119548
" Henry Cuellar",2016,TX28,1682664,66.2," D",1682664
" Gene Green",2016,TX29,1798928,72.5," D",1798928
" Eddie Bernice Johnson",2016,TX30,382090,77.9," D",382090
" John Carter",2016,TX31,1050388,58.4," R",1077705
" Mike Clark",2016,TX31,27317,36.5," D",1077705
" Pete Sessions",2016,TX32,2392920,71.1," R",2400747
" Cherie Myint Roughneen",2016,TX32,4638,0," R",2400747
" Gary Stuard",2016,TX32,3189,10," 3",2400747
" Marc Veasey",2016,TX33,1402920,73.7," D",1432790
" Monte Mark Mitchell",2016,TX33,29870,0," R",1432790
" Filemon Vela",2016,TX34,1215319,0," D",1215319
" Lloyd Doggett",2016,TX35,1061653,63.1," D",1194029
" Susan Narvaiz",2016,TX35,132376,31.6," R",1194029
" Brian Babin",2016,TX36,1051102,88.6," R",1051102
" Rob Bishop",2016,UT01,989853,65.9," R",989853
" Chris Stewart",2016,UT02,911495,61.6," R",1498473
" Charlene Albarran",2016,UT02,586978,33.9," D",1498473
" Jason Chaffetz",2016,UT03,1403089,73.5," R",1458152
" Stephen P Tryon",2016,UT03,55063,0," D",1458152
" Mia Love",2016,UT04,5377438,53.8," R",7473820
" Doug Owens",2016,UT04,2096382,41.3," D",7473820
" Peter Welch",2016,VT01,980546,82.5," D",980546
" Rob Wittman",2016,VA01,1037816,59.9," R",1084321
" Matt Rowe",2016,VA01,46505,36.6," D",1084321
" Scott W Taylor",2016,VA02,839485,0," R",867377
" Shaun Brown",2016,VA02,27892,0," D",867377
" Bobby Scott",2016,VA03,767331,66.7," D",841648
" Martin Williams",2016,VA03,74317,0," R",841648
" Donald McEachin",2016,VA04,792091,57.7," D",938784
" Mike Wade",2016,VA04,146693,42," R",938784
" Jane Dittmar",2016,VA05,1385632,41.6," D",2032724
" Tom Garrett",2016,VA05,647092,0," R",2032724
" Bob Goodlatte",2016,VA06,1777615,66.6," R",1934547
" Kai Degner",2016,VA06,156932,33.2," D",1934547
" Dave Brat",2016,VA07,1259401,57.5," R",1487133
" Eileen McNeil Bedell",2016,VA07,227732,0," D",1487133
" Don Beyer",2016,VA08,1904692,68.4," D",1985871
" Charles Hernick",2016,VA08,81179,27.3," R",1985871
" Morgan Griffith",2016,VA09,836092,68.6," R",938141
" Derek Kitts",2016,VA09,102049,28.3," D",938141
" Barbara Comstock",2016,VA10,5279626,52.7," R",8101192
" LuAnn Bennett",2016,VA10,2821566,46.9," D",8101192
" Gerry Connolly",2016,VA11,2017377,87.9," D",2016224
" Joseph F Galdo",2016,VA11,-1153,0," 3",2016224
" Suzan DelBene",2016,WA01,1997270,55.4," D",2025220
" Robert Sutherland",2016,WA01,27950,44.6," R",2025220
" Rick Larsen",2016,WA02,957187,64," D",957187
" Jaime Herrera Beutler",2016,WA03,1366402,61.8," R",1478977
" Jim Moeller",2016,WA03,112575,38.2," D",1478977
" Daniel Milton Newhouse",2016,WA04,1266399,0," R",1341451
" Clint Didier",2016,WA04,75052,42.4," R",1341451
" Cathy McMorris Rodgers",2016,WA05,3245571,59.6," R",3589037
" Joe Pakootas",2016,WA05,343466,40.4," D",3589037
" Derek Kilmer",2016,WA06,2137492,61.5," D",2146073
" Todd Anthony Bloom",2016,WA06,8581,0," R",2146073
" Pramila Jayapal",2016,WA07,2987189,56," D",3455624
" Joe McDermott",2016,WA07,468435,0," D",3455624
" Dave Reichert",2016,WA08,1655867,60.2," R",1687289
" Santiago Ramos",2016,WA08,31422,0," D",1687289
" Adam Smith",2016,WA09,921267,72.9," D",953964
" Doug Basler",2016,WA09,32697,27.1," R",953964
" Dennis Heck",2016,WA10,1544147,0," D",1544147
" David McKinley",2016,WV01,1147264,69," R",1168458
" Mike Manypenny",2016,WV01,21194,31," D",1168458
" Alex Mooney",2016,WV02,1750908,58.2," R",2231909
" Mark Hunt",2016,WV02,481001,41.8," D",2231909
" Evan Jenkins",2016,WV03,1269625,67.9," R",1423974
" Zane Lawhorn",2016,WV03,89482,8.1," L",1423974
" Matt Detch",2016,WV03,64867,24," D",1423974
" Paul Ryan",2016,WI01,19811897,65," R",19836201
" Ryan Solen",2016,WI01,23749,30.2," D",19836201
" Jason Lebeck",2016,WI01,555,0," L",19836201
" Mark Pocan",2016,WI02,1038788,68.7," D",1077071
" Peter Theron",2016,WI02,38283,31.2," R",1077071
" Ron Kind",2016,WI03,2105216,98.9," D",2105216
" Gwen Moore",2016,WI04,1010484,76.7," D",1013435
" Andy Craig",2016,WI04,2951,11.2," L",1013435
" F James Sensenbrenner Jr.",2016,WI05,384927,0," R",470201
" Khary Penebaker",2016,WI05,85274,29.3," D",470201
" Glenn S Grothman",2016,WI06,1036745,0," R",1263847
" Sarah Lloyd",2016,WI06,191932,37.3," D",1263847
" Jeffery J Dahlke",2016,WI06,35170,0," I",1263847
" Sean P Duffy",2016,WI07,2296295,0," R",2412571
" Mary Hoeft",2016,WI07,116276,38.3," D",2412571
" Mike Gallagher",2016,WI08,2757473,62.7," R",4561474
" Tom Nelson",2016,WI08,1804001,37.3," D",4561474
" Liz Cheney",2016,WY01,2206006,60.3," R",2391660
" Ryan Greene",2016,WY01,185654,29.2," D",2391660
